filepath,duplicate_group_id,kept_representative,dup_type
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/577.jpeg,near_1820,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_126.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/572.jpg,near_1830,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/572.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_121.jpg,near_1830,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/572.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/540.jpeg,near_1840,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/540.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_89.jpg,near_1840,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/540.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_117.jpg,near_1853,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_117.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/568.jpg,near_1853,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_117.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_13.jpg,near_1857,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_13.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/464.jpeg,near_1857,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_13.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_8.jpg,near_1874,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_8.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/459.jpeg,near_1874,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_8.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/567.jpg,near_1892,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/567.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_116.jpg,near_1892,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/567.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/610.jpeg,near_1904,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/610.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_100.jpg,near_1904,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/610.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_81.jpg,near_1911,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_81.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/532.jpeg,near_1911,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_81.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/467.jpeg,near_1931,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/467.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_16.jpg,near_1931,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/467.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_209.jpg,near_1933,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_209.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_154.jpg,near_1933,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_209.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/599.jpeg,near_1937,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/599.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_148.jpg,near_1937,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/599.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/506.jpeg,near_1971,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/506.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_55.jpg,near_1971,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/506.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_295.jpg,near_1974,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_295.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/771.jpeg,near_1974,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_295.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_74.jpg,near_1975,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_74.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/525.jpeg,near_1975,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_74.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/535.jpeg,near_1987,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/535.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_84.jpg,near_1987,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/535.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_199.jpg,near_1996,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_199.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_17.jpg,near_1996,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_199.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_274.jpg,near_2001,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_274.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/753.jpg,near_2001,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_274.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/1.jpeg,near_2022,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/1.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_11.jpg,near_2022,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/1.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/544.jpeg,near_2024,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/544.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_93.jpg,near_2024,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/544.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_65.jpg,near_2025,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_65.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/34.jpeg,near_2025,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_65.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/552.jpg,near_2029,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/552.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_101.jpg,near_2029,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/552.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_123.jpg,near_2036,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_123.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/634.jpeg,near_2036,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_123.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/578.jpeg,near_2047,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/578.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_127.jpg,near_2047,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/578.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_122.jpg,near_2055,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_122.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/633.jpeg,near_2055,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_122.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/779.jpeg,near_2058,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/779.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_9.jpg,near_2058,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/779.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_102.jpg,near_2075,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_102.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_243.jpg,near_2075,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_102.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_151.jpg,near_2076,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_151.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/602.jpeg,near_2076,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_151.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/579.jpeg,near_2121,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/579.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_128.jpg,near_2121,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/579.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_54.jpg,near_2135,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_54.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/505.jpeg,near_2135,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_54.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/636.jpeg,near_2158,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/636.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_125.jpg,near_2158,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/636.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/607.jpeg,near_2161,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/607.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_97.jpg,near_2161,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/607.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_28.jpg,near_2198,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_28.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/479.jpg,near_2198,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_28.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/3.jpeg,near_2213,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/3.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_60.jpg,near_2213,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/3.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/35.jpeg,near_2231,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/35.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_66.jpg,near_2231,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/35.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/751.jpeg,near_2234,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/751.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_272.jpg,near_2234,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/751.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/571.jpg,near_2242,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/571.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_120.jpg,near_2242,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/571.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/451.jpeg,near_2253,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/451.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_0.jpg,near_2253,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/451.jpeg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_180.jpg,near_2281,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_180.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_153.jpg,near_2281,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_180.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_265.jpg,near_2286,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_265.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_266.jpg,near_2286,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_265.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_290.jpg,near_2303,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_290.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/766.jpeg,near_2303,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_290.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_98.jpg,near_2310,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_98.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/549.jpeg,near_2310,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_98.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_111.jpg,near_2435,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_111.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/622.jpeg,near_2435,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_111.jpg,near_duplicate
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_70.jpg,near_2441,/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_70.jpg,near_duplicate
