filepath,label,width,height,format,mode,aspect_ratio,corrupt,file_hash,phash,siglip_community,siglip_subcommunity
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_227.jpg,Electronic,150,150,JPEG,RGB,1.0,False,0d392f02428352b32bddf252b1a7a459,faca95356092c7ca,5,26
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_92.jpg,Electronic,150,150,JPEG,RGB,1.0,False,b83a2321a9ccf3ba498e3e77e9e91897,b4c33c99c334c375,3,33
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_215.jpg,Electronic,150,150,JPEG,RGB,1.0,False,4dbaebc5e15d27bf24987606ed662059,b8f6c9d1d089ce32,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_127.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3406171ca985d07d242f862fef2b65bd,863239c7fed6484a,7,7
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/24.old-defective-computer-cpu-scrap-2219458585-n38mn4u2.jpg,Electronic,720,608,JPEG,RGB,1.1842105263157894,False,d8af18a9920e3d9e3202bb9ef0bc514f,aec245611b3e3f34,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_93.jpg,Electronic,150,150,JPEG,RGB,1.0,False,f90d8d3c46ef5eac12c373da79925010,e96dc59832636e49,13,19
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_299.jpg,Electronic,150,150,JPEG,RGB,1.0,False,79d4cd9bb09d1e0af61c2333b913a3e2,a5da3d21d21b265e,3,28
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/317.jpeg,Electronic,1032,581,JPEG,RGB,1.7762478485370052,False,ffc2453836b5fa881166c35dcbd9ef56,968db09378cd9aac,11,44
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_196.jpg,Electronic,150,150,JPEG,RGB,1.0,False,cfeed72eae743625a316b5e6640c3ff5,b9e0a9e0e966b946,2,5
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_172.jpg,Electronic,150,150,JPEG,RGB,1.0,False,cdecec1799c4db9acd1016eef303da60,e878951fd0c397c8,9,17
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_49.jpg,Electronic,150,150,JPEG,RGB,1.0,False,12392c7a767e84f25954f9828a2d2581,bd24505da25df02f,4,15
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/14.elektronik+barang+bekas.jpg,Electronic,267,189,JPEG,RGB,1.4126984126984128,False,360a82de1a25b6df34ed5f1b69a31b72,87088fd91bd68997,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_114.jpg,Electronic,150,150,JPEG,RGB,1.0,False,cd9ce470f086296fc81c6680df4df353,af60d09f2f60d295,14,24
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/69.electronics-recycling-service.jpg,Electronic,1000,500,JPEG,RGB,2.0,False,e6751d7e349ca580da6b33a0c80f0548,c94fce65e658f048,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_83.jpg,Electronic,150,150,JPEG,RGB,1.0,False,0f4ef961401488c5645eb34534a550f2,c13e60c33c5a39bb,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_295.jpg,Electronic,150,150,JPEG,RGB,1.0,False,c82db3cbfe0ad62300b9b3f27fe35f0b,bfb0c2c3cbc3838c,9,45
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_177.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e17b3b0fd1738ce69afb1b23e58b602e,fca9d35aa5609274,4,15
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_147.jpg,Electronic,150,150,JPEG,RGB,1.0,False,c1054400ac53ab117172c65b228b8c8e,aff0d41fc20f890e,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_180.jpg,Electronic,150,150,JPEG,RGB,1.0,False,54d4b18f6040244d1cb70f6afb6e17cf,fe7a890b3e3490f0,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_185.jpg,Electronic,150,150,JPEG,RGB,1.0,False,1e714fd64ecde4df71afe300e328d1a0,aac4f52ac0bbcad8,9,21
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/4ffaae26c38a4923bee02805b70c4acf_18.jpeg,Electronic,770,513,WEBP,RGB,1.5009746588693957,False,298e06bc6aa8421863cb9b8f01337bfd,f0e6d8709e0bc713,0,14
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_173.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3d5bc93eda66f6008de8b7f2b0a9ae11,ea72943fd0c587b0,9,17
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_45.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2e7ac668c6640b9b31b692d7eded703f,d0abff14806f8875,8,20
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_108.jpg,Electronic,150,150,JPEG,RGB,1.0,False,60b7c234971da14308a00a48c03c3fde,bc92c36dc33b38c8,9,17
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_213.jpg,Electronic,150,150,JPEG,RGB,1.0,False,aba8c3689614a6acd5d8bb2dd4799979,d85ac6465a7a3ca5,3,28
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_193.jpg,Electronic,150,150,JPEG,RGB,1.0,False,fd2df20d3bdb5d23887863f0979c733f,aafad0f5c0a8c49b,4,15
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/11.landfill-e-waste-scaled.jpg,Electronic,2560,1920,JPEG,RGB,1.3333333333333333,False,0c7f6fc10b1e3a83f529f8d8a0fee98d,d047eacf909e096e,0,22
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_191.jpg,Electronic,150,150,JPEG,RGB,1.0,False,29910ea8277531692b75624784f17f5c,fefeb1fc07e08004,2,13
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_251.jpg,Electronic,150,150,JPEG,RGB,1.0,False,bc92f47df6533f12753890d6438ef0ae,ef3d89219887f154,1,16
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/168.jpeg,Electronic,4000,3000,JPEG,RGB,1.3333333333333333,False,c0c5eaeadfde3f68e02eaa6f51fa599a,ea1fd580d5689f21,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_169.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a15cee2342592bb25734f4f67ee232c9,cc33b16c964c9b69,2,25
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Copy of IMG_20200328_131944.jpg,Electronic,4608,3456,JPEG,RGB,1.3333333333333333,False,1cf67def7b0ed7ae2428f4ed57b43831,e897857c087332f6,5,29
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_47.jpg,Electronic,150,150,JPEG,RGB,1.0,False,c820d434373ebc50f0df724617d89c81,f6d0192f661b58e4,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/IMG-20200329-WA0067.jpg,Electronic,720,1280,JPEG,RGB,0.5625,False,6e53ed74080e904d9396504f3e13c79f,ac92b58f62b4c2b6,11,47
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_261.jpg,Electronic,150,150,JPEG,RGB,1.0,False,378c4df0a57dd9aaef2d903f702668c3,ea94c16a363db29a,14,24
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_180.jpg,Electronic,150,150,JPEG,RGB,1.0,False,7bcd07bc24179a7c2fcfdd948f3749fc,fe7e80c07ead8164,1,51
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_282.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2b923fc24133ade83391a5000897cdc9,af92c0698bad1d36,5,3
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/IMG-20200328-WA0044.jpg,Electronic,640,1280,JPEG,RGB,0.5,False,795b7c6e8658fc991491c09d4c55ceb6,bf92c09d25d23d2a,1,51
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_268.jpg,Electronic,150,150,JPEG,RGB,1.0,False,c9ea333aced3935c6bc12a51036cc1cb,e2c19b7c60c1579d,1,16
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_61.jpg,Electronic,150,150,JPEG,RGB,1.0,False,10bfede024a0749060a5842d6cc74333,a8978305cc6a76ed,4,12
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/245.jpg,Electronic,4160,2340,JPEG,RGB,1.7777777777777777,False,cc8628fa1b7ee7debf59ebf22c942679,b45285956afc878e,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_100.jpg,Electronic,150,150,JPEG,RGB,1.0,False,981469a980982e3bfac738aa03b31631,fb97c0408c67936e,5,3
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/10.shutterstock_2462286095.jpg,Electronic,1000,667,JPEG,RGB,1.4992503748125936,False,1406ce0fc334a69a4a4cb268a8dafd48,fb66a9d15c14505d,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_83.jpg,Electronic,150,150,JPEG,RGB,1.0,False,6ae5a41f1bc41ccb8e46ef9fbb019bcd,fab0a01e876dcd85,6,11
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/broken-computers-1.jpg,Electronic,700,525,JPEG,RGB,1.3333333333333333,False,5406edef1025bf3e4220cd802af83057,e1a9ccd4e89f4195,0,58
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_128.jpg,Electronic,150,150,JPEG,RGB,1.0,False,92245df282a386bdec75497a4908e9ed,eb6894972ed83265,5,26
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/5.Titelbild-kaputte-Grafikkarte-780x438.jpg,Electronic,780,438,JPEG,RGB,1.7808219178082192,False,a507e3afda256cee7f08c29b91733d87,ce0ec163995a27d6,0,54
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_144.jpg,Electronic,150,150,JPEG,RGB,1.0,False,34f7314d905edd5e8b1948d60725980b,b574ca89b5ea3432,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_131.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e6e7c935d85fc43b5376cd8f231cf0bc,cb327cf89d18b40e,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/329.jpeg,Electronic,1152,864,JPEG,RGB,1.3333333333333333,False,b17716c0d481e152003686e64829fe13,ba7b059d6f82d038,11,31
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_258.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3398a4fab4c37877e10b74e1cb6caf5d,e86587029ec32dd7,1,16
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_282.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e059a8084ebf5b4b6f39c62169149ffc,bb0df07c81d330cb,4,12
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_1.jpg,Electronic,150,150,JPEG,RGB,1.0,False,7ff39bf958ffd341d2cdce159bff1217,b01c9e98cee3c365,13,19
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_43.jpg,Electronic,150,150,JPEG,RGB,1.0,False,9a2c023e03c5377f7b53f4922b181a08,ef999060c55d3f82,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_224.jpg,Electronic,150,150,JPEG,RGB,1.0,False,fb460c6b7b934fee835f40d9fb945cdc,ff5be00a80d285f6,4,10
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_284.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d98434edb58142d92b2364e8dd59201d,aa1f216acf589336,2,25
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_273.jpg,Electronic,150,150,JPEG,RGB,1.0,False,6bb3322139bac54f6782b45a0ffac253,afe463128c23f43d,6,11
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_290.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e5198bbadef1c42c3bba0bfa87fc859a,bf30c44f93f04d8c,9,21
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_85.jpg,Electronic,150,150,JPEG,RGB,1.0,False,5869093c6a6b4b17e4fcb62f0b83a92a,a1c59e8b9a99f922,5,36
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_281.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3014a733d5e72c8ad9cba83cca28ac1d,cb123ee0cb68cb74,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/192.jpeg,Electronic,1152,648,JPEG,RGB,1.7777777777777777,False,a886891c452690ddf320af1adf904cbd,aabd158a3dd468e1,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_33.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a83d4f0b1acbe24d523732482e720a77,e86ac7c35a9e61e0,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/1.wienaustria-june-4-2019-pile-of-discarded-computer-processor-sorted-on-a-bin-in-a-recycling-and-recovery-compound-in-vienna-prepared-for-extract-2AHNFB3.jpg,Electronic,1300,1066,JPEG,RGB,1.2195121951219512,False,cc653d5c3af8cab903be6e05d1e4ffa4,95d16b852ca93796,0,34
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/elwaste-e1523350816941.jpg,Electronic,1920,1080,JPEG,RGB,1.7777777777777777,False,7cc8debcd5d4834106f100572296d91a,8b7bc2c72f7802e4,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_18.jpg,Electronic,150,150,JPEG,RGB,1.0,False,88247b71ce72c0865ad88cc42a94e24b,802f6b7467ca3e25,8,20
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_189.jpg,Electronic,150,150,JPEG,RGB,1.0,False,0491e2eeef055a7a837d575a28f918a0,becdc13fc13292d0,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_171.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e95fbf54a89a4cc5f7185b140e181183,abe16969992e9436,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_35.jpg,Electronic,150,150,JPEG,RGB,1.0,False,83c3e8a3059c63a966eda4b46e633a36,bac1c57a112f9ca5,6,11
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_284.jpg,Electronic,150,150,JPEG,RGB,1.0,False,5d1c19b3fec1caba32e7d11335907a3b,f2ab441d87e03fe0,8,20
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_191.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2ff3c70d5a52ab9e782a0e17c124d03e,ff74308b92a9892d,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_195.jpg,Electronic,150,150,JPEG,RGB,1.0,False,16169afccba88be15f6527038ab80de4,b3cc9866cc339333,12,37
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_20.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3771ad69aad10604fb7d0938797dcbc2,b4bcb2b85995d990,4,15
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_95.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2fae0651b97935c2ac3d3dd3f9ffc741,b0cbcdcb66cc3324,3,27
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_129.jpg,Electronic,150,150,JPEG,RGB,1.0,False,27cfb83ee6c6179a3e671f5373f0d373,fa8da174976a90e1,5,26
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_215.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3d35ff521d02ee66a454371a5afd9aa2,ffdb842e61219a94,4,15
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/7705e7b0-f207-11ea-b59f-5e175dc57928.jpg,Electronic,959,640,JPEG,RGB,1.4984375,False,525aface622a815a7b2ff6c1e43d542e,b419cbe66d0e6691,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Copy of IMG_20200328_132131.jpg,Electronic,3456,4608,JPEG,RGB,0.75,False,97a8ea1af7224cdbc63bfb37bb85e872,87c8999579cb6664,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/338.jpeg,Electronic,1152,864,JPEG,RGB,1.3333333333333333,False,17621d94c37af6c75af45a5a6b3e1974,c78298d091fdf139,11,44
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_122.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a626d0f54d3f343150e2dca8e42abed2,fa348583c56c3e27,9,17
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_190.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2b9f011f7db4082cb2404869c17141ed,ee13c06e93ec1a35,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_293.jpg,Electronic,150,150,JPEG,RGB,1.0,False,841b32aa6a644517c70df656bbb634f0,a18f8c624fdc7859,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_285.jpg,Electronic,150,150,JPEG,RGB,1.0,False,ebfc3616887cd874fd7c39ac2a3a334c,ebe49692b8e1b1e0,3,27
"/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/16.sampah-elektronik-di-guiyu,-china-kredit-echonet-ouru1z.png",Electronic,920,620,PNG,RGB,1.4838709677419355,False,58b37e814e2852b1ab3e95b128cf3760,eca98f9dd1024f43,0,22
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_286.jpg,Electronic,150,150,JPEG,RGB,1.0,False,b93f019e361537fce71c3cc4ad089caa,947c692d3f85c2d2,8,20
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/267.jpeg,Electronic,1152,864,JPEG,RGB,1.3333333333333333,False,7bed30f6b76b710137247e5ddb065ffb,c0deda35752875a8,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_230.jpg,Electronic,150,150,JPEG,RGB,1.0,False,67e495411ec4d98618ac3810df61aea4,bf2f346fc0c1c1d0,3,33
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_137.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e6fe99397365d66e48462160846c5feb,ca9f34b491687ec8,4,10
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/235.jpeg,Electronic,1280,1011,JPEG,RGB,1.2660731948565775,False,af9ee43e2f02552e7359a520e7f6c8ee,ab6a0384607e97f5,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_212.jpg,Electronic,150,150,JPEG,RGB,1.0,False,4615f603bf0180b3c345f3951f47bd91,932d7f892a18afc8,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_169.jpg,Electronic,150,150,JPEG,RGB,1.0,False,f3f6b63a29bf6cd1590bfcb045a5d9e8,eaeada4165015f6a,9,45
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_114.jpg,Electronic,150,150,JPEG,RGB,1.0,False,5e30e82bded9cefee79939516ab38eb3,b5deca24d3689169,9,60
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/24.old-tv-monitor-scrap-2216660997-78mt37uo.jpg,Electronic,1440,1920,JPEG,RGB,0.75,False,b09aca1a11b91f6611275fad42b7f119,f9c0a9a9e6d69807,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_90.jpg,Electronic,150,150,JPEG,RGB,1.0,False,607d9349b0e9f6a2adf88ddd28525f2e,de8539e49670b18b,2,40
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_253.jpg,Electronic,150,150,JPEG,RGB,1.0,False,bfd58a5d7d36284e706e653f68878e6c,fba0840f937a0fe1,9,21
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/18.ChatGPT-Image-Apr-1-2026-02_26_12-PM.png,Electronic,1536,1024,PNG,RGB,1.5,False,f718f0c1d1237fdd193023642eb23800,f1314078a7b49fd1,0,14
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/WhatsApp Image 2020-11-01 at 1.27.06 PM.jpeg,Electronic,1280,720,JPEG,RGB,1.7777777777777777,False,478d2ac64d58d3187a0fa631c5ad7aec,c255357a354dd2d2,15,46
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/14.liverpool-ns-can-july-1-260nw-2486787607.jpg,Electronic,347,280,JPEG,RGB,1.2392857142857143,False,48f4df2100e3b5228b20cccfcda6adf7,f00f8f71ac46a54b,1,9
